Geolocation,Major Occupation,Year,Period,Sex,Employed Persons
PHILIPPINES,Technicians and Associate Professionals,2019,October,Female,858.658
PHILIPPINES,Technicians and Associate Professionals,2019,Annual,Both Sexes,1768.405
PHILIPPINES,Technicians and Associate Professionals,2019,Annual,Male,881.910
PHILIPPINES,Technicians and Associate Professionals,2019,Annual,Female,886.496
PHILIPPINES,Technicians and Associate Professionals,2019,February,Both Sexes,..
PHILIPPINES,Technicians and Associate Professionals,2019,February,Male,..
PHILIPPINES,Technicians and Associate Professionals,2019,February,Female,..
PHILIPPINES,Technicians and Associate Professionals,2019,March,Both Sexes,..
PHILIPPINES,Technicians and Associate Professionals,2019,March,Male,..
PHILIPPINES,Technicians and Associate Professionals,2019,March,Female,..
PHILIPPINES,Technicians and Associate Professionals,2019,May,Both Sexes,..
PHILIPPINES,Technicians and Associate Professionals,2019,May,Male,..
PHILIPPINES,Technicians and Associate Professionals,2019,May,Female,..
PHILIPPINES,Technicians and Associate Professionals,2019,June,Both Sexes,..
PHILIPPINES,Technicians and Associate Professionals,2019,June,Male,..
PHILIPPINES,Technicians and Associate Professionals,2019,June,Female,..
PHILIPPINES,Technicians and Associate Professionals,2019,August,Both Sexes,..
PHILIPPINES,Technicians and Associate Professionals,2019,August,Male,..
PHILIPPINES,Technicians and Associate Professionals,2019,August,Female,..
PHILIPPINES,Technicians and Associate Professionals,2019,September,Both Sexes,..
PHILIPPINES,Technicians and Associate Professionals,2019,September,Male,..
PHILIPPINES,Technicians and Associate Professionals,2019,September,Female,..
PHILIPPINES,Technicians and Associate Professionals,2019,November,Both Sexes,..
PHILIPPINES,Technicians and Associate Professionals,2019,November,Male,..
PHILIPPINES,Technicians and Associate Professionals,2019,November,Female,..
PHILIPPINES,Technicians and Associate Professionals,2019,December,Both Sexes,..
PHILIPPINES,Technicians and Associate Professionals,2019,December,Male,..
PHILIPPINES,Technicians and Associate Professionals,2019,December,Female,..
PHILIPPINES,Technicians and Associate Professionals,2020,January,Both Sexes,1611.329
PHILIPPINES,Technicians and Associate Professionals,2020,January,Male,796.516
PHILIPPINES,Technicians and Associate Professionals,2020,January,Female,814.814
PHILIPPINES,Technicians and Associate Professionals,2020,April,Both Sexes,1318.140
PHILIPPINES,Technicians and Associate Professionals,2020,April,Male,624.186
PHILIPPINES,Technicians and Associate Professionals,2020,April,Female,693.953
PHILIPPINES,Technicians and Associate Professionals,2020,July,Both Sexes,1392.402
PHILIPPINES,Technicians and Associate Professionals,2020,July,Male,678.736
PHILIPPINES,Technicians and Associate Professionals,2020,July,Female,713.670
PHILIPPINES,Technicians and Associate Professionals,2020,October,Both Sexes,1612.248
PHILIPPINES,Technicians and Associate Professionals,2020,October,Male,839.554
PHILIPPINES,Technicians and Associate Professionals,2020,October,Female,772.699
PHILIPPINES,Technicians and Associate Professionals,2020,Annual,Both Sexes,1483.530
PHILIPPINES,Technicians and Associate Professionals,2020,Annual,Male,734.748
PHILIPPINES,Technicians and Associate Professionals,2020,Annual,Female,748.784
PHILIPPINES,Technicians and Associate Professionals,2020,February,Both Sexes,..
PHILIPPINES,Technicians and Associate Professionals,2020,February,Male,..
PHILIPPINES,Technicians and Associate Professionals,2020,February,Female,..
PHILIPPINES,Technicians and Associate Professionals,2020,March,Both Sexes,..
PHILIPPINES,Technicians and Associate Professionals,2020,March,Male,..
PHILIPPINES,Technicians and Associate Professionals,2020,March,Female,..
PHILIPPINES,Technicians and Associate Professionals,2020,May,Both Sexes,..
PHILIPPINES,Technicians and Associate Professionals,2020,May,Male,..
PHILIPPINES,Technicians and Associate Professionals,2020,May,Female,..
PHILIPPINES,Technicians and Associate Professionals,2020,June,Both Sexes,..
PHILIPPINES,Technicians and Associate Professionals,2020,June,Male,..
PHILIPPINES,Technicians and Associate Professionals,2020,June,Female,..
PHILIPPINES,Technicians and Associate Professionals,2020,August,Both Sexes,..
PHILIPPINES,Technicians and Associate Professionals,2020,August,Male,..
PHILIPPINES,Technicians and Associate Professionals,2020,August,Female,..
PHILIPPINES,Technicians and Associate Professionals,2020,September,Both Sexes,..
PHILIPPINES,Technicians and Associate Professionals,2020,September,Male,..
PHILIPPINES,Technicians and Associate Professionals,2020,September,Female,..
PHILIPPINES,Technicians and Associate Professionals,2020,November,Both Sexes,..
PHILIPPINES,Technicians and Associate Professionals,2020,November,Male,..
PHILIPPINES,Technicians and Associate Professionals,2020,November,Female,..
PHILIPPINES,Technicians and Associate Professionals,2020,December,Both Sexes,..
PHILIPPINES,Technicians and Associate Professionals,2020,December,Male,..
PHILIPPINES,Technicians and Associate Professionals,2020,December,Female,..
PHILIPPINES,Technicians and Associate Professionals,2021,January,Both Sexes,1541.617
PHILIPPINES,Technicians and Associate Professionals,2021,January,Male,814.813
PHILIPPINES,Technicians and Associate Professionals,2021,January,Female,60.567
PHILIPPINES,Technicians and Associate Professionals,2021,April,Both Sexes,1611.486
PHILIPPINES,Technicians and Associate Professionals,2021,April,Male,865.463
PHILIPPINES,Technicians and Associate Professionals,2021,April,Female,746.023
PHILIPPINES,Technicians and Associate Professionals,2021,July,Both Sexes,1908.916
PHILIPPINES,Technicians and Associate Professionals,2021,July,Male,982.690
PHILIPPINES,Technicians and Associate Professionals,2021,July,Female,926.226
PHILIPPINES,Technicians and Associate Professionals,2021,October,Both Sexes,1803.331
PHILIPPINES,Technicians and Associate Professionals,2021,October,Male,918.525
PHILIPPINES,Technicians and Associate Professionals,2021,October,Female,904.134
PHILIPPINES,Technicians and Associate Professionals,2021,Annual,Both Sexes,1668.010
PHILIPPINES,Technicians and Associate Professionals,2021,Annual,Male,853.750
PHILIPPINES,Technicians and Associate Professionals,2021,Annual,Female,814.259
PHILIPPINES,Technicians and Associate Professionals,2021,February,Both Sexes,1621.326
PHILIPPINES,Technicians and Associate Professionals,2021,February,Male,846.243
PHILIPPINES,Technicians and Associate Professionals,2021,February,Female,775.083
PHILIPPINES,Technicians and Associate Professionals,2021,March,Both Sexes,1590.040
PHILIPPINES,Technicians and Associate Professionals,2021,March,Male,781.290
PHILIPPINES,Technicians and Associate Professionals,2021,March,Female,808.750
PHILIPPINES,Technicians and Associate Professionals,2021,May,Both Sexes,1565.550
PHILIPPINES,Technicians and Associate Professionals,2021,May,Male,840.948
PHILIPPINES,Technicians and Associate Professionals,2021,May,Female,724.602
PHILIPPINES,Technicians and Associate Professionals,2021,June,Both Sexes,1680.356
PHILIPPINES,Technicians and Associate Professionals,2021,June,Male,891.606
PHILIPPINES,Technicians and Associate Professionals,2021,June,Female,788.750
PHILIPPINES,Technicians and Associate Professionals,2021,August,Both Sexes,1613.807
PHILIPPINES,Technicians and Associate Professionals,2021,August,Male,715.896
PHILIPPINES,Technicians and Associate Professionals,2021,August,Female,897.911
PHILIPPINES,Technicians and Associate Professionals,2021,September,Both Sexes,1507.594
PHILIPPINES,Technicians and Associate Professionals,2021,September,Male,819.012
PHILIPPINES,Technicians and Associate Professionals,2021,September,Female,688.582
PHILIPPINES,Technicians and Associate Professionals,2021,November,Both Sexes,1772.647
PHILIPPINES,Technicians and Associate Professionals,2021,November,Male,911.037
PHILIPPINES,Technicians and Associate Professionals,2021,November,Female,899.234
PHILIPPINES,Technicians and Associate Professionals,2021,December,Both Sexes,1799.449
PHILIPPINES,Technicians and Associate Professionals,2021,December,Male,857.480
PHILIPPINES,Technicians and Associate Professionals,2021,December,Female,941.969
PHILIPPINES,Clerical Support Workers,2018,January,Both Sexes,2346.873
PHILIPPINES,Clerical Support Workers,2018,January,Male,915.972
PHILIPPINES,Clerical Support Workers,2018,January,Female,1430.902
PHILIPPINES,Clerical Support Workers,2018,April,Both Sexes,2404.710
PHILIPPINES,Clerical Support Workers,2018,April,Male,939.934
PHILIPPINES,Clerical Support Workers,2018,April,Female,1464.776
PHILIPPINES,Clerical Support Workers,2018,July,Both Sexes,2331.400
PHILIPPINES,Clerical Support Workers,2018,July,Male,966.424
PHILIPPINES,Clerical Support Workers,2018,July,Female,1364.978
PHILIPPINES,Clerical Support Workers,2018,October,Both Sexes,2473.925
PHILIPPINES,Clerical Support Workers,2018,October,Male,1054.992
PHILIPPINES,Clerical Support Workers,2018,October,Female,1418.932
PHILIPPINES,Clerical Support Workers,2018,Annual,Both Sexes,2389.227
PHILIPPINES,Clerical Support Workers,2018,Annual,Male,969.331
PHILIPPINES,Clerical Support Workers,2018,Annual,Female,1419.897
PHILIPPINES,Clerical Support Workers,2018,February,Both Sexes,..
PHILIPPINES,Clerical Support Workers,2018,February,Male,..
PHILIPPINES,Clerical Support Workers,2018,February,Female,..
PHILIPPINES,Clerical Support Workers,2018,March,Both Sexes,..
PHILIPPINES,Clerical Support Workers,2018,March,Male,..
PHILIPPINES,Clerical Support Workers,2018,March,Female,..
PHILIPPINES,Clerical Support Workers,2018,May,Both Sexes,..
PHILIPPINES,Clerical Support Workers,2018,May,Male,..
PHILIPPINES,Clerical Support Workers,2018,May,Female,..
PHILIPPINES,Clerical Support Workers,2018,June,Both Sexes,..
PHILIPPINES,Clerical Support Workers,2018,June,Male,..
PHILIPPINES,Clerical Support Workers,2018,June,Female,..
PHILIPPINES,Clerical Support Workers,2018,August,Both Sexes,..
PHILIPPINES,Clerical Support Workers,2018,August,Male,..
PHILIPPINES,Clerical Support Workers,2018,August,Female,..
PHILIPPINES,Clerical Support Workers,2018,September,Both Sexes,..
PHILIPPINES,Clerical Support Workers,2018,September,Male,..
PHILIPPINES,Clerical Support Workers,2018,September,Female,..
PHILIPPINES,Clerical Support Workers,2018,November,Both Sexes,..
PHILIPPINES,Clerical Support Workers,2018,November,Male,..
PHILIPPINES,Clerical Support Workers,2018,November,Female,..
PHILIPPINES,Clerical Support Workers,2018,December,Both Sexes,..
PHILIPPINES,Clerical Support Workers,2018,December,Male,..
PHILIPPINES,Clerical Support Workers,2018,December,Female,..
PHILIPPINES,Clerical Support Workers,2019,January,Both Sexes,2563.546
PHILIPPINES,Clerical Support Workers,2019,January,Male,1050.768
PHILIPPINES,Clerical Support Workers,2019,January,Female,1512.778
PHILIPPINES,Clerical Support Workers,2019,April,Both Sexes,2589.986
PHILIPPINES,Clerical Support Workers,2019,April,Male,1057.896
PHILIPPINES,Clerical Support Workers,2019,April,Female,1532.093
PHILIPPINES,Clerical Support Workers,2019,July,Both Sexes,2519.415
PHILIPPINES,Clerical Support Workers,2019,July,Male,1037.447
PHILIPPINES,Clerical Support Workers,2019,July,Female,1481.967
PHILIPPINES,Clerical Support Workers,2019,October,Both Sexes,2789.777
PHILIPPINES,Clerical Support Workers,2019,October,Male,1153.610
PHILIPPINES,Clerical Support Workers,2019,October,Female,1636.168
PHILIPPINES,Clerical Support Workers,2019,Annual,Both Sexes,2615.681
PHILIPPINES,Clerical Support Workers,2019,Annual,Male,1074.930
PHILIPPINES,Clerical Support Workers,2019,Annual,Female,1540.752
PHILIPPINES,Clerical Support Workers,2019,February,Both Sexes,..
PHILIPPINES,Clerical Support Workers,2019,February,Male,..
PHILIPPINES,Clerical Support Workers,2019,February,Female,..
PHILIPPINES,Clerical Support Workers,2019,March,Both Sexes,..
PHILIPPINES,Clerical Support Workers,2019,March,Male,..
PHILIPPINES,Clerical Support Workers,2019,March,Female,..
PHILIPPINES,Clerical Support Workers,2019,May,Both Sexes,..
PHILIPPINES,Clerical Support Workers,2019,May,Male,..
PHILIPPINES,Clerical Support Workers,2019,May,Female,..
PHILIPPINES,Clerical Support Workers,2019,June,Both Sexes,..
PHILIPPINES,Clerical Support Workers,2019,June,Male,..
PHILIPPINES,Clerical Support Workers,2019,June,Female,..
PHILIPPINES,Clerical Support Workers,2019,August,Both Sexes,..
PHILIPPINES,Clerical Support Workers,2019,August,Male,..
PHILIPPINES,Clerical Support Workers,2019,August,Female,..
PHILIPPINES,Clerical Support Workers,2019,September,Both Sexes,..
PHILIPPINES,Clerical Support Workers,2019,September,Male,..
PHILIPPINES,Clerical Support Workers,2019,September,Female,..
PHILIPPINES,Clerical Support Workers,2019,November,Both Sexes,..
PHILIPPINES,Clerical Support Workers,2019,November,Male,..
PHILIPPINES,Clerical Support Workers,2019,November,Female,..
PHILIPPINES,Clerical Support Workers,2019,December,Both Sexes,..
PHILIPPINES,Clerical Support Workers,2019,December,Male,..
PHILIPPINES,Clerical Support Workers,2019,December,Female,..
PHILIPPINES,Clerical Support Workers,2020,January,Both Sexes,2844.932
PHILIPPINES,Clerical Support Workers,2020,January,Male,1133.129
PHILIPPINES,Clerical Support Workers,2020,January,Female,1711.804
PHILIPPINES,Clerical Support Workers,2020,April,Both Sexes,2166.581
PHILIPPINES,Clerical Support Workers,2020,April,Male,875.448
PHILIPPINES,Clerical Support Workers,2020,April,Female,1291.132
PHILIPPINES,Clerical Support Workers,2020,July,Both Sexes,2373.082
PHILIPPINES,Clerical Support Workers,2020,July,Male,949.064
PHILIPPINES,Clerical Support Workers,2020,July,Female,1424.019
PHILIPPINES,Clerical Support Workers,2020,October,Both Sexes,2484.062
PHILIPPINES,Clerical Support Workers,2020,October,Male,1049.545
PHILIPPINES,Clerical Support Workers,2020,October,Female,1434.522
PHILIPPINES,Clerical Support Workers,2020,Annual,Both Sexes,2467.164
PHILIPPINES,Clerical Support Workers,2020,Annual,Male,1001.797
PHILIPPINES,Clerical Support Workers,2020,Annual,Female,1465.369
PHILIPPINES,Clerical Support Workers,2020,February,Both Sexes,..
PHILIPPINES,Clerical Support Workers,2020,February,Male,..
PHILIPPINES,Clerical Support Workers,2020,February,Female,..
PHILIPPINES,Clerical Support Workers,2020,March,Both Sexes,..
PHILIPPINES,Clerical Support Workers,2020,March,Male,..
PHILIPPINES,Clerical Support Workers,2020,March,Female,..
PHILIPPINES,Clerical Support Workers,2020,May,Both Sexes,..
PHILIPPINES,Clerical Support Workers,2020,May,Male,..
PHILIPPINES,Clerical Support Workers,2020,May,Female,..
PHILIPPINES,Clerical Support Workers,2020,June,Both Sexes,..
PHILIPPINES,Clerical Support Workers,2020,June,Male,..
PHILIPPINES,Clerical Support Workers,2020,June,Female,..
PHILIPPINES,Clerical Support Workers,2020,August,Both Sexes,..
PHILIPPINES,Clerical Support Workers,2020,August,Male,..
PHILIPPINES,Clerical Support Workers,2020,August,Female,..
PHILIPPINES,Clerical Support Workers,2020,September,Both Sexes,..
PHILIPPINES,Clerical Support Workers,2020,September,Male,..
PHILIPPINES,Clerical Support Workers,2020,September,Female,..
PHILIPPINES,Clerical Support Workers,2020,November,Both Sexes,..
PHILIPPINES,Clerical Support Workers,2020,November,Male,..
PHILIPPINES,Clerical Support Workers,2020,November,Female,..
PHILIPPINES,Clerical Support Workers,2020,December,Both Sexes,..
PHILIPPINES,Clerical Support Workers,2020,December,Male,..
PHILIPPINES,Clerical Support Workers,2020,December,Female,..
PHILIPPINES,Clerical Support Workers,2021,January,Both Sexes,2633.426
PHILIPPINES,Clerical Support Workers,2021,January,Male,1101.626
PHILIPPINES,Clerical Support Workers,2021,January,Female,127.650
PHILIPPINES,Clerical Support Workers,2021,April,Both Sexes,2699.268
PHILIPPINES,Clerical Support Workers,2021,April,Male,1194.416
PHILIPPINES,Clerical Support Workers,2021,April,Female,1504.852
PHILIPPINES,Clerical Support Workers,2021,July,Both Sexes,2812.054
PHILIPPINES,Clerical Support Workers,2021,July,Male,1167.924
PHILIPPINES,Clerical Support Workers,2021,July,Female,1644.130
PHILIPPINES,Clerical Support Workers,2021,October,Both Sexes,2987.299
PHILIPPINES,Clerical Support Workers,2021,October,Male,1209.404
PHILIPPINES,Clerical Support Workers,2021,October,Female,1775.300
PHILIPPINES,Clerical Support Workers,2021,Annual,Both Sexes,2852.804
PHILIPPINES,Clerical Support Workers,2021,Annual,Male,1176.862
PHILIPPINES,Clerical Support Workers,2021,Annual,Female,1675.942
PHILIPPINES,Clerical Support Workers,2021,February,Both Sexes,2507.040
PHILIPPINES,Clerical Support Workers,2021,February,Male,1048.520
PHILIPPINES,Clerical Support Workers,2021,February,Female,1458.520
PHILIPPINES,Clerical Support Workers,2021,March,Both Sexes,2684.392
PHILIPPINES,Clerical Support Workers,2021,March,Male,1123.223
PHILIPPINES,Clerical Support Workers,2021,March,Female,1561.169
PHILIPPINES,Clerical Support Workers,2021,May,Both Sexes,2629.664
PHILIPPINES,Clerical Support Workers,2021,May,Male,1065.877
PHILIPPINES,Clerical Support Workers,2021,May,Female,1563.788
PHILIPPINES,Clerical Support Workers,2021,June,Both Sexes,2797.019
PHILIPPINES,Clerical Support Workers,2021,June,Male,1123.189
PHILIPPINES,Clerical Support Workers,2021,June,Female,1673.830
PHILIPPINES,Clerical Support Workers,2021,August,Both Sexes,2918.176
PHILIPPINES,Clerical Support Workers,2021,August,Male,1122.985
PHILIPPINES,Clerical Support Workers,2021,August,Female,1795.191
PHILIPPINES,Clerical Support Workers,2021,September,Both Sexes,3078.669
PHILIPPINES,Clerical Support Workers,2021,September,Male,1241.779
PHILIPPINES,Clerical Support Workers,2021,September,Female,1836.890
PHILIPPINES,Clerical Support Workers,2021,November,Both Sexes,3211.062
PHILIPPINES,Clerical Support Workers,2021,November,Male,1416.957
PHILIPPINES,Clerical Support Workers,2021,November,Female,1645.740
PHILIPPINES,Clerical Support Workers,2021,December,Both Sexes,3275.577
PHILIPPINES,Clerical Support Workers,2021,December,Male,1306.441
PHILIPPINES,Clerical Support Workers,2021,December,Female,1969.136
PHILIPPINES,Service and Sales Workers,2018,January,Both Sexes,6155.721
PHILIPPINES,Service and Sales Workers,2018,January,Male,2889.855
PHILIPPINES,Service and Sales Workers,2018,January,Female,3265.865
PHILIPPINES,Service and Sales Workers,2018,April,Both Sexes,6056.121
PHILIPPINES,Service and Sales Workers,2018,April,Male,2812.570
PHILIPPINES,Service and Sales Workers,2018,April,Female,3243.550
PHILIPPINES,Service and Sales Workers,2018,July,Both Sexes,6122.458
PHILIPPINES,Service and Sales Workers,2018,July,Male,2826.910
PHILIPPINES,Service and Sales Workers,2018,July,Female,3295.546
PHILIPPINES,Service and Sales Workers,2018,October,Both Sexes,6349.556
